name,taxa,scientificname,genus,family,taxonomic_level
Calyptrocarya bicolor,plants,Calyptrocarya bicolor,Calyptrocarya,Cyperaceae,species
Piperaceae,plants,,,Piperaceae,family
Adenocalymma moringifolium,plants,Adenocalymma moringifolium,Adenocalymma,Bignoniaceae,species
Hemionitis radiata,plants,Hemionitis radiata,Hemionitis,Pteridaceae,species
Verdoornianthus marsupiifolius,plants,Verdoornianthus marsupiifolius,Verdoornianthus,Lejeuneaceae,species
Hernandiaceae,plants,,,Hernandiaceae,family
Monotagma laxum,plants,Monotagma laxum,Monotagma,Marantaceae,species
Waltheria indica,plants,Waltheria indica,Waltheria,Malvaceae,species
Fusaea longifolia,plants,Fusaea longifolia,Fusaea,Annonaceae,species
Actinostemon amazonicus,plants,Actinostemon amazonicus,Actinostemon,Euphorbiaceae,species
Rhodospatha,plants,,Rhodospatha,Araceae,genus
Phyllanthus myrsinites,plants,Phyllanthus myrsinites,Phyllanthus,Phyllanthaceae,species
Piper glabrescens var glabrescens,plants,Piper glabrescens var glabrescens,Piper,Piperaceae,species
Hymenopus heteromorphus,plants,Hymenopus heteromorphus,Hymenopus,Chrysobalanaceae,species
Blakea rosea,plants,Blakea rosea,Blakea,Melastomataceae,species
Securidaca,plants,,Securidaca,Polygalaceae,genus
Priva,plants,,Priva,Verbenaceae,genus
Myrcia splendens,plants,Myrcia splendens,Myrcia,Myrtaceae,species
Miconia navioensis,plants,Miconia navioensis,Miconia,Melastomataceae,species
Sida,plants,,Sida,Malvaceae,genus
Paspalum pumilum,plants,Paspalum pumilum,Paspalum,Poaceae,species
Forsteronia acouci,plants,Forsteronia acouci,Forsteronia,Apocynaceae,species
Piriqueta cistoides,plants,Piriqueta cistoides,Piriqueta,Turneraceae,species
Vismia floribunda,plants,Vismia floribunda,Vismia,Hypericaceae,species
Ceiba,plants,,Ceiba,Malvaceae,genus
Forsteronia,plants,,Forsteronia,Apocynaceae,genus
Galipea trifoliata,plants,Galipea trifoliata,Galipea,Rutaceae,species
Hypnaceae,plants,,,Hypnaceae,family
Clusia insignis,plants,Clusia insignis,Clusia,Clusiaceae,species
Clusia schomburgkiana,plants,Clusia schomburgkiana,Clusia,Clusiaceae,species
Elaphoglossum,plants,,Elaphoglossum,Dryopteridaceae,genus
Pagamea coriacea,plants,Pagamea coriacea,Pagamea,Rubiaceae,species
Hirtella bicornis,plants,Hirtella bicornis,Hirtella,Chrysobalanaceae,species
Cayaponia duckei,plants,Cayaponia duckei,Cayaponia,Cucurbitaceae,species
Lophocolea,plants,,Lophocolea,Lophocoleaceae,genus
Pachyptera,plants,,Pachyptera,Bignoniaceae,genus
Tillandsia paraensis,plants,Tillandsia paraensis,Tillandsia,Bromeliaceae,species
Rhodostemonodaphne kunthiana,plants,Rhodostemonodaphne kunthiana,Rhodostemonodaphne,Lauraceae,species
Compsoneura sprucei,plants,Compsoneura sprucei,Compsoneura,Myristicaceae,species
Licania octandra,plants,Licania octandra,Licania,Chrysobalanaceae,species
Smilax,plants,,Smilax,Smilacaceae,genus
Rinorea racemosa,plants,Rinorea racemosa,Rinorea,Violaceae,species
Lafoensia,plants,,Lafoensia,Lythraceae,genus
Syngonanthus oblongus,plants,Syngonanthus oblongus,Syngonanthus,Eriocaulaceae,species
Guatteria procera,plants,Guatteria procera,Guatteria,Annonaceae,species
Jablonskia,plants,,Jablonskia,Phyllanthaceae,genus
Morisonia pittieri,plants,Morisonia pittieri,Morisonia,Capparaceae,species
Carapichea,plants,,Carapichea,Rubiaceae,genus
Didymopanax decaphyllus,plants,Didymopanax decaphyllus,Didymopanax,Araliaceae,species
Quararibea,plants,,Quararibea,Malvaceae,genus
Coccoloba glaziovii,plants,Coccoloba glaziovii,Coccoloba,Polygonaceae,species
Hydrolea spinosa,plants,Hydrolea spinosa,Hydrolea,Hydroleaceae,species
family5,plants,,,family5,family
Naucleopsis,plants,,Naucleopsis,Moraceae,genus
Schlegelia paraensis,plants,Schlegelia paraensis,Schlegelia,Schlegeliaceae,species
Protium pallidum,plants,Protium pallidum,Protium,Burseraceae,species
Paspalum minus,plants,Paspalum minus,Paspalum,Poaceae,species
Saxofridericia,plants,,Saxofridericia,Rapateaceae,genus
Lacunaria,plants,,Lacunaria,Quiinaceae,genus
Podocalyx loranthoides,plants,Podocalyx loranthoides,Podocalyx,Picrodendraceae,species
Ferdinandusa uaupensis,plants,Ferdinandusa uaupensis,Ferdinandusa,Rubiaceae,species
Ocotea cinerea,plants,Ocotea cinerea,Ocotea,Lauraceae,species
Olyra,plants,,Olyra,Poaceae,genus
Tontelea attenuata,plants,Tontelea attenuata,Tontelea,Celastraceae,species
Ferdinandusa,plants,,Ferdinandusa,Rubiaceae,genus
Borojoa claviflora,plants,Borojoa claviflora,Borojoa,Rubiaceae,species
Mauritia carana,plants,Mauritia carana,Mauritia,Arecaceae,species
Attalea,plants,,Attalea,Arecaceae,genus
Ternstroemia caput-medusae,plants,Ternstroemia caput-medusae,Ternstroemia,Pentaphylacaceae,species
Palicourea nitidella,plants,Palicourea nitidella,Palicourea,Rubiaceae,species
Rapateaceae,plants,,,Rapateaceae,family
Swartzia tessmannii,plants,Swartzia tessmannii,Swartzia,Fabaceae,species
Scleria microcarpa,plants,Scleria microcarpa,Scleria,Cyperaceae,species
Malouetia,plants,,Malouetia,Apocynaceae,genus
Omphalea diandra,plants,Omphalea diandra,Omphalea,Euphorbiaceae,species
Balanophoraceae,plants,,,Balanophoraceae,family
Dimorphandra davisii,plants,Dimorphandra davisii,Dimorphandra,Fabaceae,species
Quararibea guianensis,plants,Quararibea guianensis,Quararibea,Malvaceae,species
Rhynchospora duckei,plants,Rhynchospora duckei,Rhynchospora,Cyperaceae,species
Macairea thyrsiflora,plants,Macairea thyrsiflora,Macairea,Melastomataceae,species
Myrciaria floribunda,plants,Myrciaria floribunda,Myrciaria,Myrtaceae,species
Cordia alliodora,plants,Cordia alliodora,Cordia,Cordiaceae,species
Convolvulaceae,plants,,,Convolvulaceae,family
Microgramma thurnii,plants,Microgramma thurnii,Microgramma,Polypodiaceae,species
Oldenlandia lancifolia,plants,Oldenlandia lancifolia,Oldenlandia,Rubiaceae,species
Pterogonidium pulchellum,plants,Pterogonidium pulchellum,Pterogonidium,Pylaisiadelphaceae,species
Epidendrum nocturnum,plants,Epidendrum nocturnum,Epidendrum,Orchidaceae,species
Clusia gaudichaudii,plants,Clusia gaudichaudii,Clusia,Clusiaceae,species
Inga brachyrhachis,plants,Inga brachyrhachis,Inga,Fabaceae,species
Eriotheca globosa,plants,Eriotheca globosa,Eriotheca,Malvaceae,species
Passiflora spinosa,plants,Passiflora spinosa,Passiflora,Passifloraceae,species
Rourea,plants,,Rourea,Connaraceae,genus
Oplismenus,plants,,Oplismenus,Poaceae,genus
Ryania speciosa,plants,Ryania speciosa,Ryania,Salicaceae,species
Adiantum petiolatum,plants,Adiantum petiolatum,Adiantum,Pteridaceae,species
Burseraceae,plants,,,Burseraceae,family
Smilax siphilitica,plants,Smilax siphilitica,Smilax,Smilacaceae,species
Abuta grisebachii,plants,Abuta grisebachii,Abuta,Menispermaceae,species
Violaceae,plants,,,Violaceae,family
Protium cornutum,plants,Protium cornutum,Protium,Burseraceae,species
Protium,plants,,Protium,Burseraceae,genus
Ocotea puberula,plants,Ocotea puberula,Ocotea,Lauraceae,species
Clusia penduliflora,plants,Clusia penduliflora,Clusia,Clusiaceae,species
Bazzania,plants,,Bazzania,Lepidoziaceae,genus
Homalium,plants,,Homalium,Salicaceae,genus
Costus lasius,plants,Costus lasius,Costus,Costaceae,species
Stereophyllaceae,plants,,,Stereophyllaceae,family
Hirtella mucronata,plants,Hirtella mucronata,Hirtella,Chrysobalanaceae,species
Bixa urucurana,plants,Bixa urucurana,Bixa,Bixaceae,species
Pterocarpus rohrii,plants,Pterocarpus rohrii,Pterocarpus,Fabaceae,species
Ipomoea nil,plants,Ipomoea nil,Ipomoea,Convolvulaceae,species
Pseudopiptadenia,plants,,Pseudopiptadenia,Fabaceae,genus
Sacoglottis guianensis,plants,Sacoglottis guianensis,Sacoglottis,Humiriaceae,species
Cecropia engleriana,plants,Cecropia engleriana,Cecropia,Urticaceae,species
Coffea,plants,,Coffea,Rubiaceae,genus
Epidendrum rigidum,plants,Epidendrum rigidum,Epidendrum,Orchidaceae,species
Toulicia guianensis,plants,Toulicia guianensis,Toulicia,Sapindaceae,species
Psiguria,plants,,Psiguria,Cucurbitaceae,genus
Psittacanthus leptanthus,plants,Psittacanthus leptanthus,Psittacanthus,Loranthaceae,species
Bacopa,plants,,Bacopa,Plantaginaceae,genus
Hiraea faginea,plants,Hiraea faginea,Hiraea,Malpighiaceae,species
Tabernaemontana coriacea,plants,Tabernaemontana coriacea,Tabernaemontana,Apocynaceae,species
Tabernaemontana cumata,plants,Tabernaemontana cumata,Tabernaemontana,Apocynaceae,species
Rubiaceae,plants,,,Rubiaceae,family
Eperua,plants,,Eperua,Fabaceae,genus
Verbenaceae,plants,,,Verbenaceae,family
Naucleopsis macrophylla,plants,Naucleopsis macrophylla,Naucleopsis,Moraceae,species
Licania gracilipes,plants,Licania gracilipes,Licania,Chrysobalanaceae,species
Heteropsis,plants,,Heteropsis,Araceae,genus
Aciotis acuminifolia,plants,Aciotis acuminifolia,Aciotis,Melastomataceae,species
Inga auristellae,plants,Inga auristellae,Inga,Fabaceae,species
Cynometra phaselocarpa,plants,Cynometra phaselocarpa,Cynometra,Fabaceae,species
Lindackeria paludosa,plants,Lindackeria paludosa,Lindackeria,Achariaceae,species
Mollia lepidota,plants,Mollia lepidota,Mollia,Malvaceae,species
Perebea mollis,plants,Perebea mollis,Perebea,Moraceae,species
Fuirena umbellata,plants,Fuirena umbellata,Fuirena,Cyperaceae,species
Chromolucuma rubriflora,plants,Chromolucuma rubriflora,Chromolucuma,Sapotaceae,species
Miconia serrulata,plants,Miconia serrulata,Miconia,Melastomataceae,species
Xyris cylindrostachya,plants,Xyris cylindrostachya,Xyris,Xyridaceae,species
Adiantum tomentosum,plants,Adiantum tomentosum,Adiantum,Pteridaceae,species
Cariniana micrantha,plants,Cariniana micrantha,Cariniana,Lecythidaceae,species
Elaphoglossum flaccidum,plants,Elaphoglossum flaccidum,Elaphoglossum,Dryopteridaceae,species
Odontolejeunea rhomalea,plants,Odontolejeunea rhomalea,Odontolejeunea,Lejeuneaceae,species
Lygodium,plants,,Lygodium,Lygodiaceae,genus
Ludwigia leptocarpa,plants,Ludwigia leptocarpa,Ludwigia,Onagraceae,species
Cayaponia,plants,,Cayaponia,Cucurbitaceae,genus
Zygia,plants,,Zygia,Fabaceae,genus
Urospatha,plants,,Urospatha,Araceae,genus
Salpinga secunda,plants,Salpinga secunda,Salpinga,Melastomataceae,species
Mouriri acutiflora,plants,Mouriri acutiflora,Mouriri,Melastomataceae,species
Palicourea grandiflora,plants,Palicourea grandiflora,Palicourea,Rubiaceae,species
Remijia,plants,,Remijia,Rubiaceae,genus
Myrcia magna,plants,Myrcia magna,Myrcia,Myrtaceae,species
Heliconia,plants,,Heliconia,Heliconiaceae,genus
Oldenlandia,plants,,Oldenlandia,Rubiaceae,genus
Rauvolfia sprucei,plants,Rauvolfia sprucei,Rauvolfia,Apocynaceae,species
Qualea macropetala,plants,Qualea macropetala,Qualea,Vochysiaceae,species
Pilosium,plants,,Pilosium,Stereophyllaceae,genus
Anacardium giganteum,plants,Anacardium giganteum,Anacardium,Anacardiaceae,species
Piparea multiflora,plants,Piparea multiflora,Piparea,Salicaceae,species
Lafoensia vandelliana,plants,Lafoensia vandelliana,Lafoensia,Lythraceae,species
Theobroma subincanum,plants,Theobroma subincanum,Theobroma,Malvaceae,species
Annona densicoma,plants,Annona densicoma,Annona,Annonaceae,species
Endlicheria pyriformis,plants,Endlicheria pyriformis,Endlicheria,Lauraceae,species
Phthirusa,plants,,Phthirusa,Loranthaceae,genus
Dacryodes nitens,plants,Dacryodes nitens,Dacryodes,Burseraceae,species
Hebepetalum humiriifolium,plants,Hebepetalum humiriifolium,Hebepetalum,Linaceae,species
Spermacoce,plants,,Spermacoce,Rubiaceae,genus
Asplenium bipartitum,plants,Asplenium bipartitum,Asplenium,Aspleniaceae,species
Trattinnickia,plants,,Trattinnickia,Burseraceae,genus
Coulaceae,plants,,,Coulaceae,family
Andira,plants,,Andira,Fabaceae,genus
Protium rubrum,plants,Protium rubrum,Protium,Burseraceae,species
Isertia haenkeana,plants,Isertia haenkeana,Isertia,Rubiaceae,species
Manilkara bidentata,plants,Manilkara bidentata,Manilkara,Sapotaceae,species
Geonoma,plants,,Geonoma,Arecaceae,genus
Mesechites,plants,,Mesechites,Apocynaceae,genus
Ischnosiphon puberulus,plants,Ischnosiphon puberulus,Ischnosiphon,Marantaceae,species
Couma,plants,,Couma,Apocynaceae,genus
Aegiphila integrifolia,plants,Aegiphila integrifolia,Aegiphila,Lamiaceae,species
Miconia macrophysca,plants,Miconia macrophysca,Miconia,Melastomataceae,species
Mansoa,plants,,Mansoa,Bignoniaceae,genus
Anthurium obtusum,plants,Anthurium obtusum,Anthurium,Araceae,species
Gleicheniaceae,plants,,,Gleicheniaceae,family
Mabea occidentalis,plants,Mabea occidentalis,Mabea,Euphorbiaceae,species
Cyperus surinamensis,plants,Cyperus surinamensis,Cyperus,Cyperaceae,species
Heteropterys macrostachya,plants,Heteropterys macrostachya,Heteropterys,Malpighiaceae,species
Ludwigia hyssopifolia,plants,Ludwigia hyssopifolia,Ludwigia,Onagraceae,species
Asplundia,plants,,Asplundia,Cyclanthaceae,genus
Salviniaceae,plants,,,Salviniaceae,family
Xyris rubrolimbata,plants,Xyris rubrolimbata,Xyris,Xyridaceae,species
Asplenium erosum var erosum,plants,Asplenium erosum var erosum,Asplenium,Aspleniaceae,species
Axonopus aureus,plants,Axonopus aureus,Axonopus,Poaceae,species
Anthurium plowmanii,plants,Anthurium plowmanii,Anthurium,Araceae,species
Octomeria,plants,,Octomeria,Orchidaceae,genus
Ocotea nitida,plants,Ocotea nitida,Ocotea,Lauraceae,species
Heliocarpus americanus,plants,Heliocarpus americanus,Heliocarpus,Malvaceae,species
Nephrolepis biserrata,plants,Nephrolepis biserrata,Nephrolepis,Nephrolepidaceae,species
Gurania eriantha,plants,Gurania eriantha,Gurania,Cucurbitaceae,species
Amaioua,plants,,Amaioua,Rubiaceae,genus
Coussarea brevicaulis,plants,Coussarea brevicaulis,Coussarea,Rubiaceae,species
Ludwigia,plants,,Ludwigia,Onagraceae,genus
Metteniusaceae,plants,,,Metteniusaceae,family
Paullinia bracteosa,plants,Paullinia bracteosa,Paullinia,Sapindaceae,species
Isertia,plants,,Isertia,Rubiaceae,genus
Euphronia hirtelloides,plants,Euphronia hirtelloides,Euphronia,Euphroniaceae,species
Terminalia ochroprumna,plants,Terminalia ochroprumna,Terminalia,Combretaceae,species
Tachigali guianensis,plants,Tachigali guianensis,Tachigali,Fabaceae,species
Gnetum leyboldii,plants,Gnetum leyboldii,Gnetum,Gnetaceae,species
Xiphidium caeruleum,plants,Xiphidium caeruleum,Xiphidium,Haemodoraceae,species
Chamissoa maximiliani,plants,Chamissoa maximiliani,Chamissoa,Amaranthaceae,species
Siparuna cuspidata,plants,Siparuna cuspidata,Siparuna,Siparunaceae,species
Alibertia bertierifolia,plants,Alibertia bertierifolia,Alibertia,Rubiaceae,species
Moquilea,plants,,Moquilea,Chrysobalanaceae,genus
Iryanthera ulei,plants,Iryanthera ulei,Iryanthera,Myristicaceae,species
Duroia,plants,,Duroia,Rubiaceae,genus
Amphilophium lohmanniae,plants,Amphilophium lohmanniae,Amphilophium,Bignoniaceae,species
Prionolejeunea,plants,,Prionolejeunea,Lejeuneaceae,genus
Calyptrion,plants,,Calyptrion,Violaceae,genus
Endlicheria formosa,plants,Endlicheria formosa,Endlicheria,Lauraceae,species
Pseudoxandra,plants,,Pseudoxandra,Annonaceae,genus
Helicostylis scabra,plants,Helicostylis scabra,Helicostylis,Moraceae,species
Gurania acuminata,plants,Gurania acuminata,Gurania,Cucurbitaceae,species
Sabiaceae,plants,,,Sabiaceae,family
Miconia affinis,plants,Miconia affinis,Miconia,Melastomataceae,species
Trichanthecium,plants,,Trichanthecium,Poaceae,genus
Campsiandra comosa,plants,Campsiandra comosa,Campsiandra,Fabaceae,species
Paullinia spicata,plants,Paullinia spicata,Paullinia,Sapindaceae,species
Sagittaria,plants,,Sagittaria,Alismataceae,genus
Guzmania lingulata,plants,Guzmania lingulata,Guzmania,Bromeliaceae,species
Seguieria aculeata,plants,Seguieria aculeata,Seguieria,Phytolaccaceae,species
Odontoschisma variabile,plants,Odontoschisma variabile,Odontoschisma,Cephaloziaceae,species
Doliocarpus brevipedicellatus,plants,Doliocarpus brevipedicellatus,Doliocarpus,Dilleniaceae,species
Markea,plants,,Markea,Solanaceae,genus
Guatteria scytophylla,plants,Guatteria scytophylla,Guatteria,Annonaceae,species
Swartzia ingifolia,plants,Swartzia ingifolia,Swartzia,Fabaceae,species
Crateva tapia,plants,Crateva tapia,Crateva,Capparaceae,species
Eugenia cuspidifolia,plants,Eugenia cuspidifolia,Eugenia,Myrtaceae,species
Fridericia cinnamomea,plants,Fridericia cinnamomea,Fridericia,Bignoniaceae,species
Micropterygium,plants,,Micropterygium,Lepidoziaceae,genus
Oryctanthus florulentus,plants,Oryctanthus florulentus,Oryctanthus,Loranthaceae,species
Pteridaceae,plants,,,Pteridaceae,family
Cyathula,plants,,Cyathula,Amaranthaceae,genus
Pseudoxandra lucida,plants,Pseudoxandra lucida,Pseudoxandra,Annonaceae,species
Marcgravia trinitatis,plants,Marcgravia trinitatis,Marcgravia,Marcgraviaceae,species
Retiniphyllum concolor,plants,Retiniphyllum concolor,Retiniphyllum,Rubiaceae,species
Hirtella paniculata,plants,Hirtella paniculata,Hirtella,Chrysobalanaceae,species
Galactophora,plants,,Galactophora,Apocynaceae,genus
Calophyllum,plants,,Calophyllum,Calophyllaceae,genus
Myrcia fenestrata,plants,Myrcia fenestrata,Myrcia,Myrtaceae,species
Odontadenia,plants,,Odontadenia,Apocynaceae,genus
Bocageopsis multiflora,plants,Bocageopsis multiflora,Bocageopsis,Annonaceae,species
Piper lanceolatum,plants,Piper lanceolatum,Piper,Piperaceae,species
Plagiochila,plants,,Plagiochila,Plagiochilaceae,genus
Endlicheria chalisea,plants,Endlicheria chalisea,Endlicheria,Lauraceae,species
Gurania bignoniacea,plants,Gurania bignoniacea,Gurania,Cucurbitaceae,species
Annona,plants,,Annona,Annonaceae,genus
Mouriri grandiflora,plants,Mouriri grandiflora,Mouriri,Melastomataceae,species
Diospyros poeppigiana,plants,Diospyros poeppigiana,Diospyros,Ebenaceae,species
Ochnaceae,plants,,,Ochnaceae,family
Pseudoxandra polyphleba,plants,Pseudoxandra polyphleba,Pseudoxandra,Annonaceae,species
Heliconiaceae,plants,,,Heliconiaceae,family
Talisia cupularis,plants,Talisia cupularis,Talisia,Sapindaceae,species
Gurania lobata,plants,Gurania lobata,Gurania,Cucurbitaceae,species
Costus,plants,,Costus,Costaceae,genus
Pouteria jariensis,plants,Pouteria jariensis,Pouteria,Sapotaceae,species
Paullinia imberbis,plants,Paullinia imberbis,Paullinia,Sapindaceae,species
Pogonophora,plants,,Pogonophora,Peraceae,genus
Sapindus saponaria,plants,Sapindus saponaria,Sapindus,Sapindaceae,species
Epiphyllum,plants,,Epiphyllum,Cactaceae,genus
Cynometra,plants,,Cynometra,Fabaceae,genus
Miconia dependens,plants,Miconia dependens,Miconia,Melastomataceae,species
Eschweilera tessmannii,plants,Eschweilera tessmannii,Eschweilera,Lecythidaceae,species
Hamelia patens,plants,Hamelia patens,Hamelia,Rubiaceae,species
Psychotria bahiensis,plants,Psychotria bahiensis,Psychotria,Rubiaceae,species
Huberodendron swietenioides,plants,Huberodendron swietenioides,Huberodendron,Malvaceae,species
Actinostemon,plants,,Actinostemon,Euphorbiaceae,genus
Virola carinata,plants,Virola carinata,Virola,Myristicaceae,species
Heliconia hirsuta,plants,Heliconia hirsuta,Heliconia,Heliconiaceae,species
Connarus punctatus,plants,Connarus punctatus,Connarus,Connaraceae,species
Syngonanthus,plants,,Syngonanthus,Eriocaulaceae,genus
Salvinia auriculata,plants,Salvinia auriculata,Salvinia,Salviniaceae,species
Entada,plants,,Entada,Fabaceae,genus
Trischidium,plants,,Trischidium,Fabaceae,genus
Brymela,plants,,Brymela,Pilotrichaceae,genus
Cymbopogon,plants,,Cymbopogon,Poaceae,genus
Arrabidaea japurensis,plants,Arrabidaea japurensis,Arrabidaea,Bignoniaceae,species
Cayaponia cruegeri,plants,Cayaponia cruegeri,Cayaponia,Cucurbitaceae,species
Lindackeria,plants,,Lindackeria,Achariaceae,genus
Thyrsodium,plants,,Thyrsodium,Anacardiaceae,genus
Philodendron solimoesense,plants,Philodendron solimoesense,Philodendron,Araceae,species
Lecythis chartacea,plants,Lecythis chartacea,Lecythis,Lecythidaceae,species
Actinostachys pennula,plants,Actinostachys pennula,Actinostachys,Schizaeaceae,species
